pmid,ref_list
2543975,"['2851981', '1016244', '2840891', '186037', '219849', '3036064', '6293467', '3140780', '3036081', '2851999', '3034602']"
4159050,"['14021124', '13814573']"
6197984,"['6826726', '6580622', '409735', '7076844', '4357615', '1258974', '5269244', '187622', '1124800', '6893455', '6809100', '5664206', '5289385', '6960360']"
4975369,"['5764338', '14329449', '14276123']"
13398435,['14381435']
903373,"['1092700', '945806', '1127019', '1109230', '233974', '1003105', '1003106', '299886']"
4923077,"['14342506', '5968974', '5639931', '5656397', '4889268', '13700047']"
6089177,"['6572380', '6987662', '286325', '299747', '191642', '10605441', '426037', '288080', '6966402', '328516', '38260', '169293', '4340975', '181401', '6191326']"
7082284,"['6274318', '269380', '4527690', '266704', '803568', '4854389']"
8460637,"['2564734', '5310137', '1598904']"
19870729,"['19870543', '19870544', '19870432', '19870335']"
4994599,"['4919749', '4867745', '5322723', '5337773', '4926684']"
2690828,"['3566712', '1093178', '486120', '3753440', '3931636', '2995326', '230821', '266726', '3856428', '2996486', '3814093']"
88048,"['949336', '269380', '1061124', '212599']"
1220686,['1156392']
13914195,['13733733']
191639,"['51031', '5449131', '4530317', '1266944', '186639', '186640']"
13814573,['13398971']
6736130,"['1097576', '7191427', '6681817', '273062', '701356', '311808', '6309861', '201645', '925079', '1104745', '6749866', '1254641', '618900', '162790', '650151']"
4569407,"['4399518', '14225262', '13956365', '5775846', '4341704', '4923077', '4403970']"
2552442,"['61588', '3863100', '6294326', '2438693', '2994628', '209453', '3479771', '3010323', '3479787', '6260081', '2851981']"
560846,"['5340538', '192082', '5494227', '4722896', '813634', '4783095', '4508336', '1016242']"
5549097,"['4250239', '14245345', '5472171']"
886649,"['4530310', '1064875', '803566', '4610567']"
2959279,"['4348786', '4250239', '6747902', '2869144', '5494227', '3026311', '4722896', '14454674', '54920', '6943544', '7001464', '193098', '6572915', '2948490']"
168231,"['1133171', '4160398', '4305180', '5289036', '13743575', '14058267', '4161820', '4264646', '5791607', '5913303']"
25652,"['5013594', '54920', '322137', '5058962', '1068456', '4154743', '4347251', '13981351']"
4982085,"['5808318', '5688926', '5685862']"
17075994,"['5083460', '5576664', '1165110', '14795438', '4573426', '13698149', '3912749', '1080129', '14247718', '5766053']"
266704,"['4504350', '191809', '1064875']"
2413915,"['238034', '14284779', '4868186', '1082506', '6090646', '5046150', '6267261', '6600842', '7431249']"
4398350,"['14058267', '5766943', '5766053', '4168369', '14162533', '5559143', '5762048']"
13698149,['13222283']
14284779,"['14485725', '14228505']"
4570768,"['4107814', '5541530', '5327904', '4902384', '4399341', '4939766', '4934065', '4912521']"
597231,"['186036', '186037', '1016244', '949336']"
4390640,"['14340090', '13438910', '14381435', '13631208', '5920196']"
2996675,"['6933476', '6197984', '6087354', '4689513', '6421354', '4255415', '5289385', '4447125', '5269244', '7258300', '277924', '169293', '6987652']"
13761024,['13398971']
5559143,"['4171054', '4099670', '4924107', '4960935', '5938816', '4168369']"
14124314,['13894677']
7030313,"['164009', '1059102', '6068183', '1184752', '328516', '6893455', '286325', '629753', '5269244', '4530317', '6035644']"
813634,"['4391041', '5806399', '4278548', '167718', '4375471', '4391039']"
6615426,"['6287217', '228058', '6283171', '11783', '999652', '7283980', '7236203', '7236202']"
1069997,"['164667', '5269244', '1059102', '1054823', '4133056', '5697984']"
1694525,"['6441888', '3112774', '7115317', '8039', '202950', '62360', '6777369', '2996486', '7378068', '4332253', '2644235']"
7358851,"['204932', '6987652', '1266944', '186639', '307007', '1098043', '171281', '1124800', '291068']"
14106120,['13851098']
1061146,"['5781580', '4149273', '5996', '14340090', '4268097', '5495156', '5775846', '4515933', '4364542']"
7459162,"['722587', '141933', '570052']"
1156395,"['5495157', '4314476', '4261111', '5225522', '5679365', '4621686', '4200725', '5639931']"
4352176,"['4556462', '4273171', '4894690', '5547997', '4576014', '4891262', '4551145', '4555414', '4926690', '4907880']"
203926,"['803568', '4747985', '1156392']"
6975347,"['624905', '6966402', '315561', '186640', '186639', '286325', '4255415', '282607', '329287', '4356571', '6787607', '5269244']"
1127019,"['4982085', '5685862', '5808318', '5688926', '1109230', '233974']"
4144294,"['4399518', '4314476', '4291787', '5126909', '4331255', '4399517']"
6987652,"['629753', '6035644', '5269244', '4558009', '204932', '187622', '5131013', '191642', '328516']"
13539305,"['19869169', '19871418', '13406175', '19870979', '19870978', '19870257', '19870362', '19870148']"
5764338,"['4869215', '4860908', '5237898']"
1109230,"['14284779', '5316143', '5808318', '4982085', '14041948']"
16992297,"['13758073', '13222283', '11526854', '13758074']"
6860309,"['1156392', '6777369', '101214', '949336', '1255846', '486120', '454374', '6797402']"
2996486,"['6180296', '1093178', '7236203', '379820', '999652', '209453', '6477524', '6860309', '6860308']"
592212,"['14164478', '5654401', '4736774', '182722', '5913303', '4646291', '4820640', '5639362', '4573426', '14113076', '4349948', '5942999']"
4912520,"['4879237', '5327904', '4860908', '5764338']"
3539945,"['457750', '6822786', '1202020', '1117030', '6460776', '6480698', '6749866', '6229546', '567240', '1244421', '53265', '7026575', '6238974', '6183279']"
4887520,"['4874304', '4869213', '5322723']"
6779811,"['186037', '186036', '1016244', '219849', '230821', '949336']"
925079,"['299880', '914894', '1202020', '1113066', '1097576', '1141379', '167099']"
71738,"['4279270', '4356572', '4366245', '1262475', '171657']"
13987374,['13939962']
1987130,"['6289804', '3814093', '1060124', '3838468', '3566712', '3223923', '202950', '200917', '3931636', '6293467', '2644235', '1694525']"
14273641,['14127571']
4612538,"['4621686', '4312544', '5495157', '4156360', '4307717', '4923074', '4587250', '4343963', '4598306']"
4347251,"['13913207', '4333358', '4942408', '4550608', '5126640']"
737910,"['126830', '1133171', '4539827', '5576664', '5413326', '14022799', '14461382', '4395204', '4427089', '4648821', '4468862', '4282849']"
1335505,"['2784673', '2820378', '5765859', '4566524', '6943544', '2900332', '2948490', '942401', '3064854', '942402', '2959278', '2959280', '2959279', '3291862', '6572915']"
4937782,"['4942914', '4167587', '4902384', '4939766', '4930242']"
2433948,"['6943570', '288080', '3799815', '7358851', '6987662', '6187012', '6095298', '3529084', '1124800', '3722386', '291068', '2991848', '3462731', '7076844', '2989820']"
221532,"['6033576', '666748', '1016242', '184464', '4566524', '322137', '444224', '193098']"
5310137,[]
4146799,"['14381435', '4342386', '4291787', '4144294', '6048801', '16742541']"
1323838,"['230821', '2840891', '186036', '2851981', '186037', '2851999', '3036064', '219849', '3036081', '6779811', '2557001', '2543975', '3034602']"
19870148,"['19869449', '19869450']"
14485725,['13621405']
5013594,"['5579661', '14228505', '4227212', '5859021']"
2948490,"['25652', '4227212', '6943544', '2869144', '6952258', '7001464', '5801425', '6273550', '6093775', '6525174', '6572915', '1054517']"
16992298,"['13222283', '11526854', '13758074']"
4603161,"['4556462', '4359647', '4580559', '4564210', '4632321', '4555413', '4397929', '4895215', '5337773', '4572708', '4572709', '4895848']"
3045077,"['6615426', '6370241', '7115317', '291909', '6284706', '6108560', '575041', '3472237', '203926', '3463996', '3112774']"
6040076,"['13398975', '13398974', '5844380']"
1101266,"['13939962', '4558662', '4345849', '5237898', '4928006', '4930242', '4942764', '4591955', '4258796', '14124314', '1090602', '4275652', '1097396', '4902384', '5327904']"
388427,"['743241', '191809', '187173', '228058', '88048']"
6626399,"['141933', '6221744', '7459162']"
7229034,"['1124800', '7193688', '171281', '7354135', '566280', '641158', '1069997', '171657', '6987652', '6938979']"
6580622,"['6574511', '329287', '4689513', '6035643', '16749142', '5449131', '169697', '6289305', '268636', '6790574', '6310559']"
228058,"['4747985', '4636395', '267930', '202957', '269380']"
4565418,"['4553849', '4928015', '4550819', '4555414', '5547996', '4891262', '4943172', '4555413']"
6954514,"['1124800', '5774266', '7076844', '1258974', '288080', '6893455', '5449131', '5338806', '299747', '4290983', '574143', '191639']"
7459241,['7459205']
3494192,"['2991848', '127827', '7229034', '624905', '328516', '5044758', '6187012', '6987662', '3722386', '171657', '7076844', '2999773', '299747', '2989820']"
4307717,"['13011275', '14340088', '14342506', '14898034']"
5128354,"['5527240', '5824062']"
13513575,"['19869058', '13303998', '13149737', '13355867', '13303984', '13426088', '13475222', '13345771']"
7459205,['7427299']
3036081,"['186036', '219849', '192195', '1016244', '6274318', '6779811', '2994628', '3036064', '6293467', '230821']"
5086899,"['5080705', '5009975']"
2025220,"['6956912', '6951196', '7283980', '6615426', '11783', '6615425', '2120042', '6615424', '7236203', '7236202', '3896234', '999652']"
5822571,"['13698149', '6034750', '4168369', '13698150', '5804533', '13720937']"
2317204,"['4332253', '3317405', '1093178', '6933549', '1016244', '6283171', '3435459', '73183', '3689328', '266704', '3814093', '291909']"
167718,"['5352046', '5812469', '4227212', '14206423', '4278548', '4391039']"
14173001,['14077507']
4601821,"['4895848', '4555414', '4930242', '4515925', '4515610', '4577747', '4926684', '4351810', '4167587', '4397929', '4126826']"
7264996,"['322503', '5579661', '4900611', '5472171', '6247487', '942401', '5352046', '7378066']"
2989820,"['6089177', '169697', '6987662', '187622', '6960360', '6787602', '6809100', '6193516', '3156882', '6281794', '6095298', '191642', '6943570', '7076844']"
8866350,"['5812469', '6090649', '322137', '221532', '2848495', '5579661', '2484210', '179091', '1082506', '2451500', '1599435', '1972190', '1715916', '2458453', '8503874', '8526860']"
1212205,"['5968974', '4578444', '4889268', '6048801', '4394455', '14340090', '14342506', '16742541', '4373740']"
5676929,['13961356']
154912,"['13961356', '13715381']"
4920597,"['14245436', '14113076', '4168369', '4178111', '5766053', '4169964']"
641145,"['4736774', '13814573', '956372', '5913303', '5090066', '4988128', '6050103', '5639361', '4820640', '14058267', '932212', '4981709']"
722587,"['5503869', '5503866']"
2564734,"['3655620', '3362861']"
3362861,"['3655620', '6716424']"
3085757,"['169293', '96438', '4689513', '6208557', '6068183', '181401', '7030313', '4340975', '291068', '307006', '629753', '6035644', '10605441', '2996675']"
7017713,"['286325', '331320', '5044758', '109833', '5269244', '6035643', '71738', '328516', '282607', '191639', '164667']"
4397929,"['4894690', '14127571', '14273640', '4929865', '5337773']"
14381435,['14898035']
2834737,"['167718', '6310590', '221532', '2948490', '2451020', '2959279', '1147905', '191471', '6984069', '5352046', '2842491', '7310735', '6379151', '2959278']"
16744547,"['19868829', '19869083']"
169697,"['5086899', '5009975', '4447125']"
4811009,"['4895848', '4336696', '4912521', '4333375', '14077507', '4107814', '13952722', '4942760', '4628744', '5327904', '4336689']"
5283928,"['5428856', '5430374', '4168100', '4992992', '4924198']"
13956365,"['13828388', '13700047']"
6822786,"['6257726', '6924936', '131173', '7061598', '6183279', '571893', '304881', '6788894', '300781', '6749866', '6799523']"
5129269,"['5656394', '5498453', '4250239', '5806399']"
15436932,"['19868761', '18143584', '19869937', '19870384', '19869058', '18873865']"
7427299,['5310138']
228650,"['949336', '1220686', '5126913', '186036', '597231']"
6987649,"['410019', '5237898', '14273640', '1105581', '125264', '1059152', '4207756', '1061089', '4712575', '4563969', '96092', '361693', '770450', '1097396', '1097392', '379866', '331321']"
13733733,['14404587']
4279270,"['4758786', '4400052', '4278108', '4278109']"
5462283,['4386876']
2780546,"['2996486', '88048', '424306', '803568', '3461460', '291909', '6319760', '353736', '7283980', '3753440', '3543932']"
4528619,"['4747985', '4810778']"
4942762,"['4929855', '4895215', '4869215', '4908671', '4898984', '4912521']"
4717511,"['13702406', '4630612', '14329463', '6016896', '5781577', '5646621', '4343823']"
4282849,"['4179834', '5791607', '4264646', '4675201', '5021704', '5570677', '4573426', '4648821', '5083460']"
4395204,"['5844380', '5473607', '5822571', '4171055', '5523966']"
649658,"['58959', '914894', '925079', '1141379', '627836', '1104745', '172515']"
13697429,['13376638']
5822063,"['13438910', '4307717', '13376638', '4291787']"
5129266,"['4983644', '4180008', '4308839', '4961416', '5495157', '5495156']"
102766,['5919559']
4718317,"['5844380', '4337577', '14058267', '5136466', '4920597', '13222283', '5021704', '5570677', '4538858']"
4783095,"['5073238', '5579661', '13621406', '4900611', '4391041']"
4923076,"['4895848', '14205619', '4887519', '4887520']"
4991424,"['4887519', '5271748', '4982358']"
1098659,"['4621686', '1090592', '5277075', '4377217', '14340089', '4889268', '4156832', '4149273', '4150652']"
4555406,"['4884826', '4907880', '4929855', '4336693', '4924969', '4894690']"
4616954,"['4939760', '4930242', '4926684', '4867745', '4580559', '5337773', '4918356', '4583237', '4887519', '4887520', '4902384', '4884826', '4860908', '5327904']"
307249,"['1119538', '184464', '560846', '6033532', '4227212', '5801425', '193098', '1016242', '14225256']"
3814490,"['3994912', '7041938']"
2557001,"['1016244', '220959', '186036', '949336', '597231', '6779811', '6274318', '2851981', '6293467', '3034602', '2840891', '3140780']"
13355867,"['19869058', '16744547', '19870465', '13149737', '13303998', '13345771', '13303984']"
6584925,"['4340975', '7358851', '288080', '19499', '171281', '5449131', '67179', '299747', '191639', '6187012', '6191326', '1054823', '6289305', '6966402']"
4590465,"['4580569', '4919749', '4562404', '4630612', '4574696', '4945181', '4591481', '4919746', '4583203', '4574689', '4126826']"
4373740,"['4878171', '5968974', '4341704', '4591960', '4941569', '4749276', '4099097', '4934520', '4270946']"
1520279,"['2000403', '2025220', '6284707', '6615426', '6615425', '2120042', '3896234', '2025221', '7236203', '575041', '2025222']"
6108560,"['743241', '61588', '379820', '266704', '388427']"
19870943,"['19870480', '19870335', '19870666', '19870890']"
6218503,"['6933459', '277924', '6893455', '6449521', '282607', '4814896', '4824289', '328516', '6946497', '7354135', '6987662']"
4351811,"['5058962', '14225256', '4106490', '4333037', '5046147']"
14074387,['13939962']
5352046,"['5859021', '13913207']"
5316143,"['13621406', '11526827', '14245345']"
125264,"['4553849', '4587605', '4937784', '4587600', '4942756', '4583203', '4869213', '1089634', '1090584', '1092652', '4875809', '4902384', '4945194', '4275310']"
1016242,"['4210210', '942401', '1119538', '1054517', '4333037', '4508336', '5340539']"
2120042,"['3028370', '7283980', '6441888', '6180296', '11783', '999652', '6615426', '7236202', '7236203', '6615425', '6615424', '3896234']"
13426088,"['19871314', '13149737', '13303998', '13345771', '13303984', '13355867']"
4539827,"['4110183', '13720937', '5571055', '13035721', '4864670', '4181830', '5428856', '5283928', '4538858']"
6257726,"['1254641', '567240', '7191427', '830791', '7419598', '457750', '53265', '311808', '1113066', '1244421', '344328']"
3655620,"['7427299', '3094626']"
956372,"['4736774', '14162533', '4468862', '4349948', '14068394', '5413326', '5791607', '13912024', '5766053', '4820640']"
4545390,"['4900611', '13621406', '5046147', '5058962']"
6689924,"['6626399', '7459162', '566107']"
4256722,"['14205619', '14047235', '4323297', '4912521', '4897112']"
14020969,"['13758074', '13664676']"
1092649,"['4372397', '4902384', '4887520', '4583254', '5327904', '1090602', '4929855', '1091631', '4901361', '1091625', '4214778', '4604144', '4336696', '4945199']"
3863100,"['191809', '938474', '6956912', '291909', '228058', '3925455', '6262521', '1156392']"
233974,"['5316143', '14454674', '14041948', '5688926', '4982085']"
101214,"['803566', '1008844', '629745']"
1703572,"['3499139', '191471', '6087800', '4210210', '3827881', '2448800', '2339124', '6090649', '2558167', '2873240', '2457087', '2457088', '2457089', '2561788', '2900892', '2451020']"
5646623,"['13939962', '14329449']"
4872344,"['4160443', '4162733', '4168100', '4959010']"
1165110,"['126830', '4468862', '5021704', '14247718', '5766053', '5083460', '4675201', '4573426', '4648821', '4264646', '5570677']"
4599623,"['4576014', '4399341', '4574689', '4935321', '4555412', '5547997', '4338582', '4937782', '14292991', '4273171']"
4555412,"['4929867', '5337773', '4937782', '4928006', '4926684', '4167587', '4929865']"
19869085,['19869059']
13700047,"['13525435', '13117816']"
6412737,"['5002629', '4824289', '6787602', '1184752', '6035643', '629753', '331320', '288080', '4558009', '4530317', '5044758', '6068183']"
13952722,['13894677']
4553849,"['4930242', '5327904', '4940379', '5337773', '4919746', '4919744', '4937784']"
313568,"['307007', '4374890', '191640', '426037', '4372293', '1059102', '187622', '96438']"
1141379,"['4360946', '162790', '1113066', '1117030']"
621786,"['4329561', '202957', '62360', '886649']"
4580563,"['4898984', '4577747', '4397929', '4895215', '4559593', '5337773', '4167587', '4994599', '4945191']"
770430,"['4982358', '13952722', '1097396', '4564210', '1097422', '4515610', '1089638', '1091928', '4555406', '4924969', '4894690', '1059152', '4887520', '1097390', '4559593', '5237898']"
4369434,"['5545124', '4178111', '4646291', '5334538', '4168369', '13720937', '4109111', '5654401', '4549570', '4359941', '4349948']"
286325,"['191640', '1258974', '6035643', '51031', '6068183', '4255415', '5269244', '169293', '5044758']"
14066417,"['13398437', '13828388']"
1107307,"['4553837', '4926690', '4572708', '1090584', '4895215', '1090571', '4919749', '1089634', '4891262', '4590486', '5337773', '4926684', '4574693', '4576403', '1097390', '4555412']"
4587600,"['14273650', '4559741', '4940379', '4895537', '4994599', '4574689', '4574696', '4630612', '4399341']"
16592373,"['4929867', '4591943', '1088825', '4605383', '4397929', '4560697', '4930242', '4563969', '770430', '1054851', '4595202', '4583254', '1091928', '4598005', '4342813', '4587255', '4935326']"
4181830,"['4160443', '4168369', '4181572', '13720937']"
6191326,"['4814897', '16749142', '5289385', '5044758', '6938979', '38260', '6966402', '286325', '6945600', '6933476', '6187012', '6987662', '6787602', '6572380']"
4314476,"['14208516', '4291787', '4170712', '13376638', '13549500']"
6626166,"['20499', '7264996', '7320872', '4391039', '6797411', '444224', '174544', '4391041', '25652']"
7378068,"['802513', '1093178', '4205351', '4217776', '62360', '575040']"
3479787,"['766753', '3927292', '1093178', '3010323', '269380', '7283980', '6373250', '2438693', '4333043', '7115317', '4211166']"
19869220,['19869169']
14907964,"['19869404', '19869425', '19871016', '19870596', '19871093', '19869424']"
575040,"['949336', '61588', '4139705', '1093178', '802513']"
1262475,"['5771188', '1184752', '6035644', '181401', '5289385']"
19870463,"['19870257', '19869404', '19870145']"
4942756,"['4167587', '4399341', '4937782', '4930242', '14273650', '4919746']"
2713247,"['6849791', '7041938']"
4604144,"['4559593', '4919749', '4574693', '4919746', '4930242', '4107814', '4937782', '4919748', '4627928', '4598290', '4942914']"
4099097,"['14342506', '5968974', '5795884', '4922961', '14273672', '13700047']"
5009975,"['5697984', '5774266']"
19871480,"['19871389', '19871085', '19870803', '19870976', '19871401', '19871402']"
1533513,"['3291862', '2900332', '3479980', '2948490', '3497265', '3342018', '1156396', '2959279', '6943544', '3499139', '2959280', '2959277', '3663188', '2959278']"
5503869,['4291442']
4112260,"['14247718', '5112170', '13758073', '13758074', '5534450', '4104294', '5762048', '4927595', '5105952']"
4227212,"['13621406', '6033576']"
4874304,"['4867745', '5322723']"
7358795,"['650151', '1202020', '7350172', '103883', '418074', '618900', '201645', '172515']"
14238928,"['13998479', '14058267']"
4605383,"['4591943', '4929867', '4553849', '4875809', '4895537', '4574693', '4579870', '4583203', '4606553', '4887520', '5327904', '4887519', '4937784']"
13710679,"['19870376', '19870479', '19870210', '19870335', '19868762', '14367679', '14367678', '13575674']"
1089638,"['4397929', '4167587', '14273650', '4887520', '4359647', '5547997', '14273645', '4604640', '4550672', '4515925', '4345849', '4604639', '4559593', '4919748']"
370007,"['4337577', '13222283', '14058267', '4099670', '14113076', '13758074', '4718317', '4112260', '5829754', '5559143', '4981709', '5654401']"
2848495,"['6033576', '3827881', '288060', '564692', '2884101', '4372600', '6117854', '1147905', '184464', '3499139', '3486656', '4084229', '4200724', '659615', '4152296']"
5473607,"['14164478', '5334538', '14068394', '4168098', '13998479', '4171055', '13998480']"
4360946,"['5009975', '5449131', '4262347']"
4168098,"['13998479', '13664676', '5334538', '14164478']"
5547997,"['4919748', '4884826', '4167587', '4887520', '4887519']"
770417,"['4590489', '1098659', '4404057', '4576401', '4941570', '1090591', '1090590', '1090592']"
331320,"['4362915', '4426911', '1266944', '1059102', '4530317']"
708376,"['1255846', '803566', '7240', '938474', '849260']"
14022799,"['13398974', '14461382']"
3166899,"['6849791', '6860545']"
1260175,"['14069792', '4333358', '4200724', '5058962', '5352046', '4152296']"
4099670,"['4872344', '14209913', '5273452', '5787344', '14058267', '4981709', '4920597']"
4869213,['5322723']
14273645,['14205619']
13938025,['13913207']
965492,"['4736774', '4566193', '4987909', '14164478', '18668843', '4583776', '4161820']"
5547056,"['4160399', '4864670', '4964566', '4169437', '4101344', '4965466', '4160398', '4109111']"
4366245,"['5289385', '4255415', '4814897']"
3156882,"['6284798', '6580622', '6225428', '7193688', '6987652', '331320', '6201359', '7358851', '6308050', '277924', '288080', '1266944', '96438']"
14795439,[]
361692,"['4275310', '5547996', '1099077', '4336693', '4928006', '4551145', '1090602', '172901', '410019', '5288365', '816785', '4598002', '299457', '331321', '791929', '350851']"
6809100,"['5269244', '629753', '171657', '96438', '5049426', '4133056', '7076844', '4374890', '6987662', '786400', '127827', '6790574', '6987652']"
126270,"['1141379', '1113066', '167099', '1097576']"
4449057,"['5844381', '14245345', '14485725', '5637350', '13621405', '13621406']"
5430788,"['14461382', '14162533', '4181538', '13035721', '4181572']"
6795304,"['6965306', '1254641', '7350172', '7372714', '1244421', '172515', '300781', '304881', '702050', '6968339']"
3875856,"['6293467', '1016244', '999652', '6289804', '6278417', '486120', '6315408', '6138708', '6797402']"
7059469,['7459241']
6247487,"['191471', '5016949', '560846', '4850387', '12754', '1079536', '5352046', '4391041', '16742811', '7431249']"
6274310,"['6260081', '228058', '4636395', '629745', '230821', '6779811']"
4336693,"['4942764', '4919751', '14273650', '4891262', '4894690']"
4926684,"['4167587', '4860908', '4887520', '14292991', '5337773']"
7096442,"['58959', '914894', '925079', '167099', '1244421', '1083421', '702050', '344328', '7372714', '6257726']"
1113067,"['14020969', '4112260', '4161820', '4927595', '4181538', '5829754', '4098878', '13930142', '4427089', '14164478', '4960935']"
19870414,['19869059']
4929865,"['4167587', '4926690', '14205619', '4926684', '5337773']"
2484209,"['2457089', '2834737', '4250239', '2870180', '2558167', '7441553', '2457088', '6379151', '2842491', '2558168', '2458453']"
1089634,"['4574689', '4591481', '4902384', '4942764', '4338582', '4583203', '4574693', '4940379', '4553849', '4937784', '4347245', '4360543', '4345920']"
1100606,"['4580559', '5337773', '4908671', '1090571', '1092667', '4336693', '1094455', '4923076', '1092652', '4600786', '1092645', '4942762', '1092671', '4604639']"
1054517,"['5801425', '14206423', '16742812', '14225256', '16742811']"
4255415,['5449131']
19871401,"['19870803', '19871385', '19871042', '19871177', '19871389', '19871016']"
3856428,"['454374', '4205351', '6933549', '6951196', '7283980', '6370241', '4504372', '6860308', '6287217']"
6614008,['7427299']
4627928,"['4559593', '4107814', '4942914', '4934061', '4879237', '4591470', '4937782', '4942756']"
13913207,['13751592']
4399342,"['4323297', '4897112', '4937784', '5337773', '4939760', '4397929']"
4104294,"['14113076', '4965466', '13720937', '4927595', '4168369', '5271167', '14238928']"
7182478,"['5073238', '4278548', '6033576', '5765859', '5316143', '5046147', '5340539', '13913207', '5340538', '7310735']"
5571055,"['13814573', '4098878', '4295331', '6050103', '4169739', '5430788', '4988128', '5942999']"
13011275,['14898035']
3753440,"['228058', '7115317', '266726', '6435606', '4747985', '6283171', '4504350', '743241', '7236202', '202957']"
2337492,"['7459162', '6626399', '2967087', '2803869']"
701364,"['1141379', '126270', '172515', '1254641', '1202020', '618900', '1202019', '162790']"
511932,"['416168', '702050', '925079', '1097576', '1202019', '701356', '58959', '914894']"
4098878,"['13698149', '4161820', '4987909', '5787344', '14461382', '5430788']"
5942999,"['14209913', '13398971', '14058267']"
4308839,"['13956365', '5686003', '13221781', '4180008']"
5804533,"['4964566', '13398971', '5766943', '14238928', '4168369', '14162533']"
942402,"['5494227', '5016949', '813634', '4783095', '1156396', '49421', '238034']"
5269244,['6035644']
5338806,['16749142']
13885712,"['13117816', '14381436']"
3814093,"['6315408', '6615426', '6283171', '7283980', '3925455', '3010323', '999652', '291909', '6615424', '6441888']"
19871373,"['19870978', '19870465', '19870979', '19870855', '19870915']"
534523,"['224077', '942401', '4102003', '1147905', '16742833', '942402', '4550608', '172531', '191471']"
3355524,"['6274318', '273225', '3028370', '629745', '6287217', '3896234', '6138708', '5158908', '7240', '486087', '3875856']"
4538858,"['5136466', '13743575', '5766943', '5645848', '4168369', '5021704', '11526854', '5428856', '5283928']"
379820,"['802513', '708376', '4217776', '621786', '8039']"
4854389,"['4636395', '4205351']"
14068394,"['13035721', '13398975']"
14206423,['13913207']
4559193,"['4104294', '6040076', '14164478', '13698150', '5639362', '6034750', '4965466', '5844380']"
2604727,"['6287217', '3010323', '803568', '266726', '186037', '3753440', '7283980', '11783', '204299', '6615426', '3814093']"
3342018,"['25652', '7001464', '6797411', '5046150', '314510', '7320872', '174544', '3663188', '5046147', '4091808', '6267261', '3487314', '3499139']"
6349622,"['6952258', '5925318', '16742812', '1119538', '192082', '6817329', '14069795', '191471', '12754', '193098', '6273550']"
4572708,"['4555414', '4907880', '4565531', '4912521', '4256722', '4895215', '4945192', '4550818', '4553837']"
5576664,"['14245436', '4924107', '13889151', '4099670', '4178111', '13222283', '4920597']"
19870596,"['19869432', '19869059', '19870465', '19870464']"
6525174,"['666748', '322137', '6952258', '6604805', '564692', '25652', '6089758', '6273550', '6332622', '6093775']"
6716424,['7427299']
4343823,"['4919749', '5646623', '4329731', '4896350', '14329463', '6016896', '5781577', '5646621']"
19870740,"['19870543', '19870432', '19870544', '19870729']"
5016979,"['5499793', '5499794']"
4570769,"['4898984', '4939766', '5541530', '4942762', '4934065', '4912521', '4399341', '4908671']"
1090584,"['4875809', '4559741', '4939766', '1089634', '4604597', '4940379', '4937784', '4616943', '4919744', '4879237', '4323966', '4399341']"
4923066,"['5774477', '5435498', '5679365', '5795884', '5822063']"
4350343,"['4929855', '4919749', '4912520', '4924969', '4982358', '4894690', '4555406']"
2900332,"['226065', '6525174', '7378065', '3026311', '6089758', '7310735', '5058962', '6379151', '3479980', '6310590', '2900892', '2873240']"
775014,"['172515', '1141379', '1254641', '1113066', '167099', '131173']"
4323966,"['4874304', '5322723', '4860908', '4879237', '4919744']"
4583203,"['4902384', '4630612', '4576403', '4934061', '4579870', '4345920', '4942914', '4945194', '4399341', '4926684', '4574696']"
126830,"['5083460', '4160398', '4648821', '4168369', '1080129', '4264646', '4573426', '4675201', '5021704']"
19869059,['19869011']
5055788,"['14222810', '5812469', '19866698', '5806399']"
4560697,"['14047235', '4336693', '5322723', '4940379', '14273645', '4550672', '4867745', '4914069']"
4377217,"['5795884', '5435498', '4331255', '5129266', '4180008', '4399517', '4149273', '4150652']"
1972190,"['3827851', '6308674', '3883990', '6247487', '241998', '174544', '6033576', '2869144', '2994073', '6093775', '2784673', '2900332', '5352046', '1156396', '6379151']"
7190385,"['202957', '170607', '575040', '575041']"
291068,"['5664206', '1124800', '4351807', '187622', '566280', '5771188', '171281']"
4168369,"['14113076', '13720937', '13698149', '13698150']"
143664,"['5352046', '322137', '4508336', '14228505', '4850387', '4267065', '4566524', '13938025']"
5289236,"['4169739', '4171054', '6050103', '14245436', '5570677', '14238928', '4920597', '5571055']"
1068456,"['1260175', '1119538', '5058962', '174544', '184464', '5129269']"
4747985,['5315962']
938452,"['13697429', '4156832', '5277075', '171661', '4149273', '1098659', '179533', '179525', '5996']"
13731716,[]
3756079,"['6860545', '3994912']"
409735,"['4355374', '164667', '1054823', '169293', '4374890']"
4591955,"['4928015', '4574696', '4553849', '4590485', '4928006', '4942914', '5327904', '4918356', '4591481', '4902384', '4559741', '4583254']"
701356,"['357438', '1117030', '1097576', '162790', '1113066', '58959', '567240']"
14342506,"['14340089', '14340090', '14340088']"
4583776,"['4873020', '4161820', '5571055', '13398974', '5531667', '4566193', '4098878', '4987909', '4623164', '4110183']"
8520272,"['6830716', '3362861']"
4527690,"['4736534', '4747985']"
127785,"['672', '4270946', '4399518', '171661', '4590489', '4621686', '16562075', '4341704', '4554536']"
4587613,"['4583247', '4329731', '4559594', '4599623', '4929865', '5764338', '4728274', '4550672', '4574693', '4919751']"
